Ontology ID	Label	Obsolete	ZFIN Annotation	Replaced
http://purl.obolibrary.org/obo/ZP_0129063	obsolete abnormal dermomyotome	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129064	obsolete abnormal bone element	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129065	obsolete abnormal taenia marginalis posterior	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129066	obsolete abnormal ceratobranchial cartilage	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129067	obsolete abnormal ceratobranchial 2 cartilage	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129068	obsolete abnormal ceratobranchial 3 cartilage	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129069	obsolete abnormal ceratobranchial 4 cartilage	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129070	obsolete abnormal ceratobranchial 1 cartilage	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129071	obsolete abnormal ceratobranchial 5 cartilage	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129072	obsolete abnormal hypobranchial cartilage	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129073	obsolete abnormal hypobranchial 4 cartilage	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129074	obsolete abnormal hypobranchial 1 cartilage	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129075	obsolete abnormal hypobranchial 2 cartilage	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129076	obsolete abnormal hypobranchial 3 cartilage	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129077	obsolete abnormal epibranchial cartilage	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129078	obsolete abnormal epibranchial 1 cartilage	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129079	obsolete abnormal epibranchial 3 cartilage	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129080	obsolete abnormal epibranchial 2 cartilage	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129081	obsolete abnormal epibranchial 4 cartilage	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129082	obsolete abnormal pharyngobranchial cartilage	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129083	obsolete abnormal pharyngobranchial 3 cartilage	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129084	obsolete abnormal median fin cartilage	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129085	obsolete abnormal pharyngobranchial 2 cartilage	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129086	obsolete abnormal mesocoracoid cartilage	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129087	obsolete abnormal pelvic radial cartilage	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129088	obsolete abnormal basipterygium cartilage	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129089	obsolete abnormal pelvic radial 3 cartilage	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129090	obsolete abnormal pelvic radial 2 cartilage	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129091	obsolete abnormal pelvic radial 1 cartilage	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129092	obsolete abnormal paired fin cartilage	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129093	obsolete abnormal caudal fin lepidotrichium	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129094	obsolete abnormal pectoral fin lepidotrichium	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129095	obsolete abnormal pelvic fin lepidotrichium	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129096	obsolete abnormal lepidotrichium	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129097	obsolete abnormal epibranchial ganglion	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129098	obsolete abnormal sympathetic chain ganglion	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129099	obsolete abnormal pronephric glomerulus	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129100	obsolete abnormal pronephric tubule	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129101	obsolete abnormal vertebral column	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129102	obsolete abnormal hypural 1	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129103	obsolete abnormal hypural 2	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129104	obsolete abnormal hypural 3	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129105	obsolete abnormal hypural 4	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129106	obsolete abnormal hypural 5	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129107	obsolete abnormal oocyte stage II	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129108	obsolete abnormal oocyte stage III	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129109	obsolete abnormal oocyte stage I	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129110	obsolete abnormal oocyte stage IV	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129111	obsolete abnormal oocyte stage V	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129112	obsolete abnormal unfertilized egg	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129113	obsolete abnormal postovulatory follicle	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129114	obsolete abnormal superior cervical ganglion	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129115	obsolete abnormal trunk ganglion	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129116	obsolete abnormal autonomic nervous system	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129117	obsolete abnormal parasympathetic nervous system	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129118	obsolete abnormal sympathetic nervous system	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129119	obsolete abnormal premaxilla ascending process	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129120	obsolete abnormal anterior dorsomedial process of autopalatine	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129121	obsolete abnormal ural vertebra 2	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129122	obsolete abnormal neurocranium	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129123	obsolete abnormal ural centrum 2	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129124	obsolete abnormal non-Weberian precaudal vertebra	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129125	obsolete abnormal preural centrum 1+ ural centrum 1	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129126	obsolete abnormal caudal fin procurrent ray	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129127	obsolete abnormal caudal fin principal ray	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129128	obsolete abnormal pectoral fin radial	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129129	obsolete abnormal pectoral fin proximal radial	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129130	obsolete abnormal pectoral fin distal radial	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129131	obsolete abnormal propterygium	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129132	obsolete abnormal dermal bone	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129133	obsolete abnormal endochondral bone	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129134	obsolete abnormal claustrum bone	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129135	obsolete abnormal quadrate ventral process	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129136	obsolete abnormal preopercle horizontal limb	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129137	obsolete abnormal preopercle vertical limb	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129138	obsolete abnormal joint	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129139	obsolete abnormal exoccipital posteroventral region	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129140	obsolete abnormal basioccipital posterodorsal region	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129141	obsolete abnormal os suspensorium medial flange	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129142	obsolete abnormal neural spine 4	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129143	obsolete abnormal manubrium	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129144	obsolete abnormal intercalarium ascending process	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129145	obsolete abnormal intercalarium articulating process	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129146	obsolete abnormal caudal fin upper lobe	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129147	obsolete abnormal caudal fin lower lobe	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129148	obsolete abnormal pharyngeal arch 3	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129149	obsolete abnormal pharyngeal arch 4	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129150	obsolete abnormal pharyngeal arch 5	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129151	obsolete abnormal pharyngeal arch 6	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129152	obsolete abnormal pharyngeal arch 7	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129153	obsolete abnormal pharyngeal arch 2	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129154	obsolete abnormal pharyngeal arch 1	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129155	obsolete abnormal pharyngeal arch 3-7	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129156	obsolete abnormal atrial endocardium	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129157	obsolete abnormal ventricular endocardium	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129158	obsolete abnormal atrioventricular canal endocardium	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129159	obsolete abnormal otolith	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129160	obsolete abnormal optic fiber layer	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129161	obsolete abnormal pronephric proximal convoluted tubule	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129162	obsolete abnormal pronephric proximal straight tubule	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129163	obsolete abnormal pronephric distal early tubule	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129164	obsolete abnormal posterior pronephric duct	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129165	obsolete abnormal pronephric distal late tubule	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129166	obsolete abnormal optic nerve head	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129167	obsolete abnormal cerebral spinal fluid	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129168	obsolete abnormal lagenar capsule	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129169	obsolete abnormal replacement bone	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129170	obsolete abnormal perichordal bone	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129171	obsolete abnormal perichondral bone	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129172	obsolete abnormal notochordal ossification	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129173	obsolete abnormal portion of connective tissue	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129174	obsolete abnormal perichordal connective tissue	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129175	obsolete abnormal perichondrium	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129176	obsolete abnormal intramembranous bone	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129177	obsolete abnormal membrane bone	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129178	obsolete abnormal bony projection	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129179	obsolete abnormal statoacoustic (VIII) nucleus	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129180	obsolete abnormal vascular endothelium	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129181	obsolete abnormal cephalic flexure	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129182	obsolete abnormal rudimentary neural arch	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129183	obsolete abnormal tooth row	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129184	obsolete abnormal anatomical space	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129185	obsolete abnormal articular cartilage	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129186	obsolete abnormal angular bone	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129187	obsolete abnormal anal fin radial	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129188	obsolete abnormal dorsal fin radial	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129189	obsolete abnormal cardiac neural crest	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129190	obsolete abnormal infraorbital series	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129191	obsolete abnormal branchial mesenchyme	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129192	obsolete abnormal sternohyoid	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129193	obsolete abnormal head muscle	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129194	obsolete abnormal pericardial muscle	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129195	obsolete abnormal opercular cavity	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129196	obsolete abnormal pericardial cavity	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0129197	obsolete abnormal pleuroperitoneal cavity	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
